,Progress,Duration (in seconds),Finished,Q1,Q2,Q3,Q4,Q5,Q6,Unnamed: 22,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
543,100,84,True,5,30-39,Male,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$100,000-$199,999",Independent,Definitely Wrong,3.0,Donald Trump,2.0,1.0,2.0,2.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",0.0,1.0
544,100,109,True,5,30-39,Female,Married,"Black or African American,Hispanic or Latino/a",Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Other third party,Somewhat Wrong,1.0,Donald Trump,3.0,0.0,2.0,2.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
545,100,105,True,5,40-49,Male,Not married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,1.0,Kamala Harris,1.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,1.0
546,100,85,True,5,30-39,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,2 year degree,"$100,000-$199,999",Independent,Unsure,2.0,Donald Trump,3.0,0.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0.0
547,100,85,True,5,65 or older,Female,Not married,White,Catholic,,Professional degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,3.0,3.0,3.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,4.0,4.0
548,100,71,True,5,50-64,Female,Married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Definitely Wrong,1.0,Kamala Harris,1.0,1.0,2.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations",Today was the best option for my schedule,4.0,4.0
549,100,71,True,5,30-39,Female,Not married,Hispanic or Latino/a,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,1.0,Kamala Harris,3.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
550,100,110,True,5,30-39,Male,Not married,White,Catholic,,Doctorate,"$200,000 or more",Democrat,Unsure,1.0,Other,0.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
551,100,72,True,5,30-39,Male,Not married,Other,,,Some college,"$100,000-$199,999",Republican,Somewhat Wrong,2.0,Donald Trump,2.0,2.0,3.0,2.0,Friends/Family,Today was the best option for my schedule,0.0,1.0
552,100,82,True,5,65 or older,Male,Married,White,Catholic,,Professional degree,"$50,000-$100,000",Independent,Definitely Wrong,0.0,,3.0,0.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,1.0
553,100,63,True,5,50-64,Female,Married,Other,,,Some college,"$100,000-$199,999",Republican,Definitely Wrong,1.0,Donald Trump,3.0,1.0,1.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
554,100,76,True,5,30-39,Female,Married,White,,,Professional degree,"$100,000-$199,999",Independent,Definitely Wrong,3.0,Other,0.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,4.0
555,100,91,True,5,30-39,Female,Married,White,Other,Russian Orthodox,Professional degree,"$100,000-$199,999",Republican,Somewhat Wrong,3.0,Kamala Harris,0.0,0.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,3.0
556,100,67,True,5,18-24,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$30,000-$49,999",Republican,Somewhat Wrong,2.0,Donald Trump,1.0,1.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
557,100,59,True,5,50-64,Male,Not married,White,Buddhism,,Some college,"$50,000-$100,000",Independent,,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
